| NO   | NO EMP | PUESTO                 | APELLIDO PATERNO | APELLIDO MATERNO  | NOMBRE               | TELEFONO   | EDAD | SEXO       | ESTADO |
| 1961 | 300244 | Traduct                | RAMOS            | CHACON            | SALVADOR             | 6461007814 | 44   | HOMBRE     | GR |
| 1962 | 323775 | RepVInt                | TOVAR            | SOTO              | VICTORIA             | 6461005996 | 39   | MUJER      | MC |
| 1963 | 332706 | Contado                | ROJAS            | ARIAS             | PILAR                | 6461025346 | 38   | MUJER      | MN |
| 1964 | 331242 | Contado                | VASQUEZ          | HERNANDEZ         | ARMANDO              | 6461013992 | 20   | HOMBRE     | SR |
| 1965 | 318500 | Arquitect              | LEAL             | RAMOS             | ROSA                 | 6461028800 | 25   | MUJER      | MN |
| 1966 | 307926 | EspERen                | CHACON           | TORRES            | FERNANDO             | 6461032207 | 50   | HOMBRE     | TC |
| 1967 | 328234 | Contado                | MACIEL           | QUINTERO          | PATRICIA             | 6461013821 | 49   | MUJER      | DF |
| 1968 | 304377 | Enferm                 | CERVANTES        | OCHOA             | GLORIA               | 6461013488 | 43   | MUJER      | JC |
| 1969 | 307691 | IngRed                 | PENA             | HERNANDEZ         | EDUARDO              | 6461011077 | 48   | HOMBRE     | GT |
| 1970 | 304624 | TrabSoc                | DELGADO          | MORA              | FRANCISCO            | 6461029927 | 36   | HOMBRE     | GT |
| 1971 | 325842 | Enferm                 | NUNEZ            | RIVERA            | ALEJANDRO            | 6461005847 | 33   | HOMBRE     | CC |
| 1972 | 328742 | EspLog                 | MERCADO          | VEGA              | MIGUEL               | 6461020262 | 20   | HOMBRE     | TS |
| 1973 | 324238 | EspLog                 | ESPINOSA         | ESPINOSA          | JOSE                 | 6461000952 | 25   | HOMBRE     | GT |
| 1974 | 304377 | GteProj                | HERRERA          | ROMERO            | ANTONIO              | 6461010580 | 40   | HOMBRE     | CH |
| 1975 | 310106 | AnMktDg                | PAREDES          | GARZA             | LOURDES              | 6461009942 | 35   | MUJER      | JC |
| 1976 | 310842 | ConsFin                | CASILLAS         | MEDINA            | SOFIA                | 6461009101 | 30   | MUJER      | CM |
| 1977 | 301784 | TecSup                 | CASTANEDA        | SOTO              | SILVIA               | 6461017135 | 18   | MUJER      | BS |
| 1978 | 312880 | AsistAdm               | HERNANDEZ        | RIVERA            | PATRICIA             | 6461003145 | 40   | MUJER      | SP |
| 1979 | 315119 | Arquitect              | MUNGUIA          | GUZMAN            | ISABEL               | 6461029466 | 39   | MUJER      | QR |
| 1980 | 330891 | AnMktDg                | VASQUEZ          | CASILLAS          | NATALIA              | 6461018488 | 25   | MUJER      | HG |
| 1981 | 312464 | DevSoft                | RAMOS            | SERRANO           | FERNANDO             | 6461030552 | 40   | HOMBRE     | GR |
| 1982 | 312300 | AsistAdm               | MACIEL           | ESPINOZA          | LUIS                 | 6461008342 | 41   | HOMBRE     | JC |
| 1983 | 324693 | PsOrg                  | CABRERA          | BAUTISTA          | JULIA                | 6461031718 | 32   | MUJER      | GR |
| 1984 | 316133 | EspSeg                 | VALDES           | SOSA              | HECTOR               | 6461015101 | 40   | HOMBRE     | OC |
| 1985 | 332617 | ChefEje                | ORTIZ            | MEDINA            | MARIO                | 6461011038 | 21   | HOMBRE     | AG |
| 1986 | 318629 | AsServ                 | VARGAS           | LEAL              | JORGE                | 6461008197 | 19   | HOMBRE     | SR |
| 1987 | 320612 | RepVInt                | MUNGUIA          | MUNGUIA           | SOFIA                | 6461031525 | 26   | MUJER      | YN |
| 1988 | 320682 | MedGen                 | MORA             | HERNANDEZ         | MARIO                | 6461014893 | 32   | HOMBRE     | GR |
| 1989 | 312699 | Contado                | OCHOA            | VILLANUEVA        | PAULA                | 6461025543 | 40   | MUJER      | HG |
| 1990 | 331313 | AsistAdm               | ROLDAN           | VALENZUELA        | MIGUEL               | 6461011496 | 43   | HOMBRE     | SL |
| 1991 | 303799 | ProfPrim               | FERNANDEZ        | QUINTERO          | JAVIER               | 6461020006 | 35   | HOMBRE     | NT |
| 1992 | 331575 | AnlSist                | MENDOZA          | MERCADO           | BEATRIZ              | 6461023490 | 24   | MUJER      | CM |
| 1993 | 318930 | Enferm                 | RAMOS            | MENENDEZ          | ALEJANDRA            | 6461028449 | 27   | MUJER      | OC |
| 1994 | 315468 | DisUX                  | BAUTISTA         | MALDONADO         | SILVIA               | 6461001010 | 39   | MUJER      | CL |
| 1995 | 326306 | DisUX                  | OSORIO           | CHACON            | JOSE                 | 6461009897 | 46   | HOMBRE     | QR |
| 1996 | 306569 | Enferm                 | PENA             | BARRIOS           | ANA                  | 6461030425 | 37   | MUJER      | VZ |
| 1997 | 301252 | AsServ                 | SOTO             | VALDES            | MERCEDES             | 6461016734 | 37   | MUJER      | OC |
| 1998 | 307805 | ConsFin                | MEDINA           | JIMENEZ           | HECTOR               | 6461025156 | 30   | HOMBRE     | GT |
| 1999 | 326050 | AsistAdm               | AGUILAR          | VALDES            | ARMANDO              | 6461026243 | 30   | HOMBRE     | VZ |
| 2000 | 314387 | IngRed                 | ORTIZ            | CABRERA           | HECTOR               | 6461013630 | 38   | HOMBRE     | CS |
| 2001 | 311519 | ConsFin                | CERVANTES        | ALVARADO          | SALVADOR             | 6461003720 | 36   | HOMBRE     | TS |
| 2002 | 304509 | IngElec                | GOMEZ            | SOLIS             | GLORIA               | 6461027798 | 35   | MUJER      | CL |
| 2003 | 319775 | InvCien                | RUBIO            | VALENZUELA        | ANTONIA              | 6461027835 | 31   | MUJER      | CM |
| 2004 | 317192 | EspSeg                 | MENDEZ           | BARRIOS           | RAUL                 | 6461030783 | 26   | HOMBRE     | TL |
| 2005 | 325283 | IngRed                 | LOPEZ            | LARA              | RAUL                 | 6461011428 | 42   | HOMBRE     | NT |
| 2006 | 329214 | IngRed                 | JIMENEZ          | ESPINOSA          | NATALIA              | 6461016315 | 33   | MUJER      | TS |
| 2007 | 304053 | Arquitect              | ORTIZ            | SOTO              | ELENA                | 6461007198 | 42   | MUJER      | SL |
| 2008 | 312186 | EspLog                 | CONTRERAS        | PACHECO           | HECTOR               | 6461029918 | 38   | HOMBRE     | PL |
| 2009 | 318518 | AnMktDg                | VASQUEZ          | BAUTISTA          | SUSANA               | 6461020742 | 34   | MUJER      | BS |
| 2010 | 313900 | ProfPrim               | DIAZ             | VARELA            | JORGE                | 6461007526 | 31   | HOMBRE     | SL |
| 2011 | 312702 | InvCien                | SUAREZ           | GARZA             | FRANCISCO            | 6461018793 | 50   | HOMBRE     | QR |
| 2012 | 324564 | GteProj                | ROJAS            | ROMAN             | MANUEL               | 6461001532 | 27   | HOMBRE     | SP |
| 2013 | 329007 | IngRed                 | CAMACHO          | GONZALES          | ROSA                 | 6461018454 | 27   | MUJER      | CS |
| 2014 | 312189 | AsistAdm               | ZAMORA           | SOTO              | HECTOR               | 6461002633 | 37   | HOMBRE     | NT |
| 2015 | 311521 | EdCont                 | VALENZUELA       | SOTO              | ANTONIO              | 6461014226 | 34   | HOMBRE     | YN |
| 2016 | 316359 | Traduct                | CAMACHO          | CHACON            | ARTURO               | 6461019725 | 25   | HOMBRE     | QR |
| 2017 | 311772 | ConsFin                | BAUTISTA         | GUERRERO          | ISABEL               | 6461030635 | 18   | MUJER      | OC |
| 2018 | 314548 | Arquitect              | ESPINOZA         | JIMENEZ           | SUSANA               | 6461013396 | 41   | MUJER      | VZ |
| 2019 | 326452 | ProfPrim               | SILVA            | CASTANEDA         | NATALIA              | 6461013893 | 31   | MUJER      | GR |
| 2020 | 314079 | MedGen                 | CABRERA          | CASTILLO          | PAULA                | 6461004415 | 39   | MUJER      | SL |
| 2021 | 321028 | DisGraf                | SOTO             | QUINTERO          | ISRAEL               | 6461025117 | 35   | HOMBRE     | HG |
| 2022 | 322059 | AnMktDg                | VALENZUELA       | MACIAS            | MERCEDES             | 6461006137 | 29   | MUJER      | TS |
| 2023 | 300703 | Enferm                 | ZAMORA           | ARIAS             | RAUL                 | 6461030349 | 20   | HOMBRE     | MC |
| 2024 | 327511 | EspRRHH                | TOVAR            | PENA              | ALBERTO              | 6461000983 | 46   | HOMBRE     | BS |
| 2025 | 321258 | Contado                | PACHECO          | CASTANEDA         | HECTOR               | 6461024986 | 35   | HOMBRE     | CL |
| 2026 | 330671 | MedGen                 | BELTRAN          | VARELA            | CLARA                | 6461017582 | 41   | MUJER      | ZS |
| 2027 | 320833 | InvCien                | BARRIOS          | MENDEZ            | ADRIANA              | 6461010704 | 31   | MUJER      | MN |
| 2028 | 302379 | Arquitect              | ROMERO           | CABRERA           | JUAN                 | 6461011741 | 44   | HOMBRE     | TL |
| 2029 | 308371 | ConsFin                | PACHECO          | ZAMORA            | ERNESTO              | 6461020411 | 35   | HOMBRE     | MS |
| 2030 | 312947 | AnlSist                | ROLDAN           | VALENCIA          | ROBERTO              | 6461009393 | 46   | HOMBRE     | MS |
| 2031 | 308271 | IngRed                 | BELTRAN          | CAMACHO           | VICTORIA             | 6461028087 | 18   | MUJER      | SL |
| 2032 | 318914 | IngCivil               | ESCOBAR          | VALENCIA          | LAURA                | 6461000398 | 24   | MUJER      | NE |
| 2033 | 316408 | AsServ                 | PAREDES          | MEDINA            | PILAR                | 6461024171 | 36   | MUJER      | TL |
| 2034 | 319665 | MedGen                 | AGUILAR          | ROSALES           | LUIS                 | 6461000735 | 29   | HOMBRE     | DF |
| 2035 | 314586 | InvCien                | DIAZ             | CASTILLO          | MANUEL               | 6461015419 | 35   | HOMBRE     | NT |
| 2036 | 301461 | EspRRHH                | RIOS             | CERVANTES         | ROBERTO              | 6461030205 | 44   | HOMBRE     | BS |
| 2037 | 310603 | AnlVent                | VARGAS           | HERRERA           | FERNANDO             | 6461024196 | 32   | HOMBRE     | NT |
| 2038 | 324948 | DevSoft                | GOMEZ            | MENDOZA           | NATALIA              | 6461028137 | 44   | MUJER      | CC |
| 2039 | 324350 | EspSeg                 | DIAZ             | HERNANDEZ         | BEATRIZ              | 6461030646 | 33   | MUJER      | NE |
| 2040 | 318300 | DevSoft                | ROMAN            | CAMACHO           | MARIO                | 6461019924 | 47   | HOMBRE     | GR |
| 2041 | 315943 | ChefEje                | BELTRAN          | RAMOS             | ANTONIO              | 6461026570 | 34   | HOMBRE     | BS |
| 2042 | 307329 | RepVInt                | VILLANUEVA       | LOPEZ             | RAQUEL               | 6461008752 | 48   | MUJER      | DG |
| 2043 | 320380 | AnMktDg                | FLORES           | ROSALES           | NATALIA              | 6461030748 | 39   | MUJER      | DF |
| 2044 | 321633 | EspRRHH                | DELGADO          | MORA              | SONIA                | 6461001334 | 25   | MUJER      | TS |
| 2045 | 316716 | RepVInt                | LARA             | SOTO              | EDUARDO              | 6461024740 | 39   | HOMBRE     | TL |
| 2046 | 305929 | AnMktDg                | ROMERO           | PENA              | ROSA                 | 6461012974 | 39   | MUJER      | OC |
| 2047 | 311984 | ChefEje                | ROMERO           | BARRIOS           | BEATRIZ              | 6461032009 | 42   | MUJER      | CC |
| 2048 | 306229 | AsServ                 | REYES            | GARZA             | EDUARDO              | 6461028944 | 33   | HOMBRE     | SR |
| 2049 | 308140 | EdCont                 | BARRIOS          | MENDOZA           | ERNESTO              | 6461001310 | 25   | HOMBRE     | DF |
| 2050 | 308173 | Enferm                 | MORENO           | VALDES            | ADRIANA              | 6461026734 | 37   | MUJER      | SP |
| 2051 | 317868 | TecSup                 | SILVA            | CRUZ              | NATALIA              | 6461006358 | 20   | MUJER      | ZS |
| 2052 | 309221 | IngCivil               | VEGA             | GARZA             | ARMANDO              | 6461005990 | 44   | HOMBRE     | AG |
